0,0.256,0.512,0.768,1.024,1.28,1.536,1.792,2.048,2.304,2.56,2.816,3.072,3.328,3.584,3.84,4.096,4.352,4.608,4.864,5.12
0.98611,0.88462,0.85135,0.56977,0.57317,0.59756,0.46053,0.52439,0.4625,0.41892,0.55714,0.5,0.35526,0.56579,0.47561,0.5125,0.52439,0.5875,0.39744,0.4625,0.25676
0.95,0.94231,0.75,0.77941,0.61111,0.59677,0.67143,0.62,0.73438,0.72581,0.67188,0.72222,0.76786,0.54688,0.68519,0.54,0.75,0.55128,0.59615,0.69355,0.51786
0.97619,0.84091,0.71053,0.41304,0.35417,0.58,0.40476,0.32609,0.26,0.19565,0.45238,0.36111,0.46296,0.38636,0.36538,0.40476,0.42,0.41071,0.29545,0.39583,0.52778
0.98649,0.90541,0.7973,0.7093,0.67073,0.59756,0.70513,0.7439,0.61842,0.67073,0.76389,0.68919,0.6375,0.58108,0.54878,0.61842,0.72368,0.5,0.59211,0.60256,0.7625
0.95313,0.95588,0.86364,0.89063,0.78333,0.83824,0.63235,0.79167,0.90541,0.75714,0.76563,0.69355,0.7069,0.69355,0.80303,0.70313,0.625,0.72059,0.79688,0.77273,0.65152
0.88095,0.85417,0.725,0.57407,0.76087,0.5,0.64286,0.72917,0.67391,0.67188,0.5,0.52778,0.58,0.67241,0.60417,0.47917,0.425,0.62,0.45652,0.59615,0.69048
0.90278,0.91026,0.8625,0.56944,0.64474,0.68056,0.625,0.4375,0.51316,0.63514,0.56579,0.52703,0.66176,0.38571,0.48611,0.5125,0.61842,0.59722,0.61429,0.55128,0.54167
0.98438,0.85484,0.85938,0.68056,0.66129,0.66176,0.75806,0.66129,0.71667,0.73611,0.58929,0.74242,0.74138,0.70313,0.65152,0.76563,0.72857,0.76786,0.64063,0.66129,0.58333
0.925,0.83333,0.67391,0.575,0.5,0.54,0.46,0.67391,0.5,0.5,0.7,0.54,0.71739,0.52778,0.5,0.71154,0.575,0.58696,0.61111,0.475,0.38636
0.96053,0.875,0.89063,0.78205,0.71951,0.60714,0.7125,0.81707,0.75,0.70238,0.60256,0.60811,0.67105,0.76389,0.73077,0.69512,0.67857,0.57317,0.67105,0.60811,0.67949
0.89063,0.9,0.75806,0.85,0.75806,0.71667,0.75,0.72581,0.64815,0.79688,0.71667,0.78333,0.69355,0.77941,0.83333,0.75714,0.75,0.72581,0.625,0.65152,0.63793
0.97619,0.92105,0.75,0.58696,0.71667,0.55769,0.51786,0.47727,0.54348,0.67241,0.5625,0.575,0.475,0.59677,0.4375,0.56897,0.63043,0.48077,0.40476,0.58696,0.46875
0.91026,0.93243,0.68056,0.26389,0.34615,0.40244,0.5125,0.43421,0.32143,0.44872,0.5375,0.48611,0.5,0.46053,0.40244,0.57317,0.47561,0.47561,0.46053,0.30882,0.60256
0.89394,0.95,0.80882,0.77941,0.75806,0.72059,0.57317,0.79688,0.70513,0.70833,0.67188,0.73438,0.70833,0.67188,0.7,0.55405,0.7069,0.55714,0.55357,0.81944,0.53448
0.9,0.92188,0.71154,0.46774,0.33929,0.46296,0.53704,0.625,0.30645,0.24074,0.4375,0.26,0.5,0.35417,0.40476,0.46296,0.39655,0.58696,0.64583,0.3,0.40625
0.013889,0.050174,0.057686,0.075486,0.077225,0.076548,0.080851,0.077992,0.078829,0.081081,0.083945,0.080064,0.077542,0.080386,0.077992,0.079032,0.077992,0.077805,0.078316,0.078829,0.071507
0.03675,0.042308,0.084353,0.07062,0.093725,0.088047,0.079237,0.096954,0.077721,0.07978,0.082822,0.08579,0.079191,0.087986,0.089108,0.099666,0.078601,0.079631,0.096154,0.082558,0.094429
0.02381,0.07635,0.10342,0.1026,0.097427,0.098658,0.10701,0.097441,0.087178,0.081604,0.10859,0.11293,0.095951,0.10368,0.09429,0.10701,0.098658,0.092916,0.096806,0.099724,0.11766
0.013514,0.046812,0.065587,0.069072,0.073272,0.076548,0.072821,0.0679,0.07874,0.073272,0.07039,0.075911,0.075929,0.081081,0.077705,0.07874,0.072296,0.078087,0.079685,0.078316,0.066957
0.034485,0.032482,0.058682,0.053762,0.0746,0.062339,0.082596,0.067185,0.046812,0.072098,0.074408,0.082558,0.084213,0.082558,0.068601,0.080508,0.091378,0.076671,0.070494,0.072466,0.082815
0.06818,0.070449,0.099174,0.095122,0.088183,0.089803,0.10433,0.090185,0.097441,0.082822,0.092848,0.11766,0.098658,0.086943,0.099724,0.10197,0.11047,0.096954,0.10384,0.096154,0.10045
0.048055,0.044509,0.053671,0.082502,0.077542,0.077544,0.08061,0.078421,0.081082,0.079054,0.080386,0.082076,0.080994,0.082211,0.0833,0.079032,0.07874,0.081697,0.082211,0.079631,0.083035
0.015625,0.062189,0.060385,0.077544,0.084837,0.080994,0.07645,0.084837,0.081942,0.073155,0.092916,0.075758,0.080869,0.080508,0.082815,0.074408,0.074875,0.079191,0.084703,0.084837,0.089966
0.054712,0.07061,0.097441,0.11047,0.10426,0.099666,0.099666,0.097441,0.11471,0.092848,0.11751,0.099666,0.093389,0.11766,0.1,0.088462,0.11047,0.1026,0.093725,0.11166,0.10368
0.029102,0.054098,0.053762,0.065702,0.069949,0.075315,0.071359,0.059868,0.073885,0.07038,0.078316,0.0802,0.07608,0.07039,0.070773,0.071734,0.071935,0.077225,0.07608,0.0802,0.074582
0.053762,0.057735,0.07645,0.064103,0.07645,0.081942,0.078601,0.07978,0.091734,0.070494,0.081942,0.0746,0.082558,0.07062,0.07061,0.072098,0.073885,0.07978,0.091378,0.082815,0.089114
0.02381,0.057521,0.10106,0.1026,0.081942,0.097377,0.094429,0.10648,0.10384,0.086943,0.10123,0.11047,0.11166,0.088047,0.10123,0.091928,0.10048,0.097983,0.10701,0.1026,0.12474
0.044509,0.039527,0.077544,0.073155,0.076075,0.076548,0.079032,0.080386,0.071935,0.079631,0.078829,0.0833,0.087039,0.080851,0.076548,0.077225,0.077992,0.077992,0.080851,0.079028,0.078316
0.052212,0.03675,0.066805,0.07062,0.07645,0.076671,0.077225,0.070494,0.072821,0.075527,0.082822,0.077721,0.075527,0.082822,0.077242,0.081704,0.084213,0.083945,0.093927,0.063473,0.092619
0.057735,0.045511,0.088462,0.089609,0.089286,0.095951,0.095951,0.091378,0.082558,0.081695,0.10123,0.087178,0.096225,0.097427,0.10701,0.095951,0.090766,0.1026,0.097427,0.091287,0.12263
